set_key,name,drop_index,drop_offset,drop_rel,friendly_offset,friendly_rel,item_key,item_key_dup,flag,unk3,unk4,unk_cond_flag,unk_post_cond,rates,rates_100,max_amt,min_amt,friendly_values,friendly_hex
175210,DropSet_MiniGame_RockPaperSci_Pai,5,81822,399,,,1001794,1001794,1,0,0,0,0,60000,6,1,1,,
175210,DropSet_MiniGame_RockPaperSci_Pai,6,81890,467,,,1001155,1001155,1,0,0,0,0,60000,6,1,1,,
175210,DropSet_MiniGame_RockPaperSci_Pai,7,81958,535,,,1001156,1001156,1,0,0,0,0,60000,6,1,1,,
175210,DropSet_MiniGame_RockPaperSci_Pai,8,82026,603,,,29806,29806,1,0,0,0,0,60000,6,1,1,,
175210,DropSet_MiniGame_RockPaperSci_Pai,9,82094,671,,,29812,29812,1,0,0,0,0,60000,6,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,0,82244,60,,,1001245,1001245,1,0,0,0,4294967295,120000,12,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,1,82312,128,,,1001238,1001238,1,0,0,0,0,120000,12,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,2,82380,196,,,1001929,1001929,1,0,0,0,0,120000,12,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,3,82448,264,,,1001932,1001932,1,0,0,0,0,110000,11,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,4,82516,332,,,1000079,1000079,1,0,0,0,0,110000,11,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,5,82584,400,,,1000883,1000883,1,0,0,0,0,110000,11,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,6,82652,468,,,1000680,1000680,1,0,0,0,0,50000,5,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,7,82720,536,,,1001006,1001006,1,0,0,0,0,50000,5,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,8,82788,604,,,1001920,1001920,1,0,0,0,0,50000,5,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,9,82856,672,,,1000119,1000119,1,0,0,0,0,50000,5,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,10,82924,740,,,1001253,1001253,1,0,0,0,0,50000,5,1,1,,
175211,DropSet_MiniGame_RockPaperSci_Del1,11,82992,808,,,1001254,1001254,1,0,0,0,0,60000,6,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,0,83142,60,,,1001245,1001245,1,0,0,0,0,120000,12,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,1,83210,128,,,1001238,1001238,1,0,0,0,0,120000,12,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,2,83278,196,,,1001928,1001928,1,0,0,0,0,110000,11,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,3,83346,264,,,1001237,1001237,1,0,0,0,0,110000,11,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,4,83414,332,,,1000056,1000056,1,0,0,0,0,110000,11,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,5,83482,400,,,1001933,1001933,1,0,0,0,0,110000,11,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,6,83550,468,,,1000680,1000680,1,0,0,0,0,130000,13,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,7,83618,536,,,1001005,1001005,1,0,0,0,0,130000,13,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,8,83686,604,,,1001921,1001921,1,0,0,0,0,30000,3,1,1,,
175212,DropSet_MiniGame_RockPaperSci_Del2,9,83754,672,,,1001917,1001917,1,0,0,0,0,30000,3,1,1,,
175213,DropSet_MiniGame_RockPaperSci_Desert,0,83906,62,,,1001870,1001870,1,0,0,0,0,120000,12,1,1,,
175213,DropSet_MiniGame_RockPaperSci_Desert,1,83974,130,,,1001872,1001872,1,0,0,0,0,120000,12,1,1,,
175213,DropSet_MiniGame_RockPaperSci_Desert,2,84042,198,,,1001298,1001298,1,0,0,0,0,120000,12,1,1,,
175213,DropSet_MiniGame_RockPaperSci_Desert,3,84110,266,,,1001869,1001869,1,0,0,0,0,120000,12,1,1,,
175213,DropSet_MiniGame_RockPaperSci_Desert,4,84178,334,,,1000583,1000583,1,0,0,0,0,120000,12,1,1,,
175213,DropSet_MiniGame_RockPaperSci_Desert,5,84246,402,,,1001134,1001134,1,0,0,0,0,100000,10,1,1,,
175213,DropSet_MiniGame_RockPaperSci_Desert,6,84314,470,,,1001135,1001135,1,0,0,0,0,100000,10,1,1,,
175213,DropSet_MiniGame_RockPaperSci_Desert,7,84382,538,,,1001312,1001312,1,0,0,0,0,100000,10,1,1,,
175213,DropSet_MiniGame_RockPaperSci_Desert,8,84450,606,,,1000583,1000583,1,0,0,0,0,100000,10,1,1,,
175214,DropSet_Slave_FavoriteItem_Reward,0,84599,59,,,1000689,1000689,1,0,0,0,0,250000,25,20,20,,
175214,DropSet_Slave_FavoriteItem_Reward,1,84667,127,,,720001,720001,1,0,0,0,0,250000,25,10,10,,
175214,DropSet_Slave_FavoriteItem_Reward,2,84735,195,,,720004,720004,1,0,0,0,0,250000,25,5,5,,
175214,DropSet_Slave_FavoriteItem_Reward,3,84803,263,,,1001117,1001117,1,0,0,0,0,250000,25,10,10,,
175215,DropSet_Greyfur_FavoriteItem_Reward,0,84954,61,,,12,12,1,0,0,0,4294967295,200000,20,400,400,,
175215,DropSet_Greyfur_FavoriteItem_Reward,1,85022,129,,,13,13,1,0,0,0,0,200000,20,800,800,,
175215,DropSet_Greyfur_FavoriteItem_Reward,2,85090,197,,,14,14,1,0,0,0,0,200000,20,800,800,,
175215,DropSet_Greyfur_FavoriteItem_Reward,3,85158,265,,,15,15,1,0,0,0,0,200000,20,20,20,,
175215,DropSet_Greyfur_FavoriteItem_Reward,4,85226,333,,,11,11,1,0,0,0,0,200000,20,1000,1000,,
175216,DropSet_PaiPrisoner_FavoriteContribution_Reward,0,85389,73,,,604,604,1,0,6,0,0,1000000,100,25,25,,
175217,DropSet_Prisoner_FavoriteContribution_Reward,0,85549,70,,,603,603,1,0,4294844934,0,0,1000000,100,25,25,,
175217,DropSet_Prisoner_FavoriteContribution_Reward,1,85617,138,,,601,601,1,0,4294844678,0,0,1000000,100,25,25,,
175217,DropSet_Prisoner_FavoriteContribution_Reward,2,85685,206,,,604,604,1,0,4294844422,0,0,1000000,100,25,25,,
175217,DropSet_Prisoner_FavoriteContribution_Reward,3,85753,274,,,606,606,1,0,4294844166,0,0,1000000,100,25,25,,
175217,DropSet_Prisoner_FavoriteContribution_Reward,4,85821,342,,,605,605,1,0,4294843910,0,0,1000000,100,25,25,,
175218,DropSet_Child_FavoriteItem_Reward,0,85970,59,,,1001307,1001307,1,0,0,0,0,200000,20,1,5,,
175218,DropSet_Child_FavoriteItem_Reward,1,86038,127,,,1001917,1001917,1,0,0,0,0,200000,20,1,5,,
175218,DropSet_Child_FavoriteItem_Reward,2,86106,195,,,1001921,1001921,1,0,0,0,0,200000,20,1,5,,
175218,DropSet_Child_FavoriteItem_Reward,3,86174,263,,,1001254,1001254,1,0,0,0,0,200000,20,1,5,,
175218,DropSet_Child_FavoriteItem_Reward,4,86242,331,,,1001421,1001421,1,0,0,0,0,200000,20,1,5,,
175219,DropSet_Poor_FavoriteItem_Reward,0,86390,58,,,28901,28901,1,0,0,0,0,350000,35,1,1,,
175219,DropSet_Poor_FavoriteItem_Reward,1,86458,126,,,700001,700001,1,0,0,0,0,330000,33,5,5,,
175219,DropSet_Poor_FavoriteItem_Reward,2,86526,194,,,795009,795009,1,0,0,0,0,300000,30,5,5,,
175219,DropSet_Poor_FavoriteItem_Reward,3,86594,262,,,1002171,1002171,1,0,0,0,0,10000,1,1,1,,
175219,DropSet_Poor_FavoriteItem_Reward,4,86662,330,,,1002395,1002395,1,0,0,0,0,10000,1,1,1,,
175220,DropSet_Patient_FavoriteItem_Reward,0,86813,61,,,1001814,1001814,1,0,0,0,4294967295,130000,13,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,1,86881,129,,,1003409,1003409,1,0,0,0,4294967295,120000,12,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,2,86949,197,,,1001219,1001219,1,0,0,0,4294967295,120000,12,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,3,87017,265,,,1000627,1000627,1,0,0,0,0,120000,12,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,4,87085,333,,,26011,26011,1,0,0,0,0,120000,12,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,5,87153,401,,,26016,26016,1,0,0,0,0,70000,7,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,6,87221,469,,,1003407,1003407,1,0,0,0,0,60000,6,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,7,87289,537,,,26034,26034,1,0,0,0,0,100000,10,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,8,87357,605,,,1003408,1003408,1,0,0,0,0,100000,10,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,9,87425,673,,,26015,26015,1,0,0,0,0,30000,3,5,5,,
175220,DropSet_Patient_FavoriteItem_Reward,10,87493,741,,,25921,25921,1,0,0,0,0,30000,3,5,5,,
175221,DropSet_Middleclass_FavoriteItem_Reward,0,87648,65,,,1001117,1001117,1,0,0,0,0,110000,11,15,15,,
175221,DropSet_Middleclass_FavoriteItem_Reward,1,87716,133,,,740004,740004,1,0,0,0,0,110000,11,15,15,,
175221,DropSet_Middleclass_FavoriteItem_Reward,2,87784,201,,,1001438,1001438,1,0,0,0,0,110000,11,1,1,,
175221,DropSet_Middleclass_FavoriteItem_Reward,3,87852,269,,,1001446,1001446,1,0,0,0,0,150000,15,1,1,,
175221,DropSet_Middleclass_FavoriteItem_Reward,4,87920,337,,,1001744,1001744,1,0,0,0,0,60000,6,1,1,,
175221,DropSet_Middleclass_FavoriteItem_Reward,5,87988,405,,,1001763,1001763,1,0,0,0,0,60000,6,1,1,,
175221,DropSet_Middleclass_FavoriteItem_Reward,6,88056,473,,,1001785,1001785,1,0,0,0,0,60000,6,1,1,,
175221,DropSet_Middleclass_FavoriteItem_Reward,7,88124,541,,,1001609,1001609,1,0,0,0,0,60000,6,1,1,,
175221,DropSet_Middleclass_FavoriteItem_Reward,8,88192,609,,,1001614,1001614,1,0,0,0,0,60000,6,1,1,,
175221,DropSet_Middleclass_FavoriteItem_Reward,9,88260,677,,,1000554,1000554,1,0,0,0,0,110000,11,1,1,,
175221,DropSet_Middleclass_FavoriteItem_Reward,10,88328,745,,,1000628,1000628,1,0,0,0,0,110000,11,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,0,88482,64,,,620011,620011,1,0,0,0,0,50000,5,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,1,88550,132,,,610014,610014,1,0,0,0,0,50000,5,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,2,88618,200,,,600003,600003,1,0,0,0,0,50000,5,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,3,88686,268,,,1002678,1002678,1,0,0,0,0,100000,10,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,4,88754,336,,,1002680,1002680,1,0,0,0,0,100000,10,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,5,88822,404,,,1002686,1002686,1,0,0,0,0,100000,10,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,6,88890,472,,,1001565,1001565,1,0,0,0,0,100000,10,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,7,88958,540,,,1001518,1001518,1,0,0,0,0,150000,15,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,8,89026,608,,,1001520,1001520,1,0,0,0,0,150000,15,1,1,,
175222,DropSet_Upperclass_FavoriteItem_Reward,9,89094,676,,,1001512,1001512,1,0,0,0,0,150000,15,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,0,89242,58,,,1000986,1000986,1,0,4294843392,0,4294967295,60000,6,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,1,89310,126,,,1000775,1000775,1,0,4294843136,0,0,50000,5,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,2,89378,194,,,1000441,1000441,1,0,4294842880,0,0,60000,6,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,3,89446,262,,,1000954,1000954,1,0,4294842624,0,0,50000,5,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,4,89514,330,,,1000445,1000445,1,0,4294842368,0,0,60000,6,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,5,89582,398,,,1000503,1000503,1,0,4294842112,0,0,20000,2,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,6,89650,466,,,1000450,1000450,1,0,4294841856,0,0,30000,3,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,7,89718,534,,,1000338,1000338,1,0,4294841600,0,0,20000,2,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,8,89786,602,,,1000506,1000506,1,0,4294841344,0,0,30000,3,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,9,89854,670,,,1001077,1001077,1,0,4294841088,0,0,20000,2,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,10,89922,738,,,1000502,1000502,1,0,4294840832,0,0,30000,3,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,11,89990,806,,,1000620,1000620,1,0,4294840576,0,0,20000,2,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,12,90058,874,,,1000636,1000636,1,0,4294840320,0,0,30000,3,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,13,90126,942,,,1000673,1000673,1,0,4294840064,0,0,20000,2,1,1,,
175223,DropSet_Chef_FavoriteItem_Reward,14,90194,1010,,,28080,28080,1,0,0,0,0,60000,6,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,15,90262,1078,,,1002070,1002070,1,0,0,0,0,50000,5,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,16,90330,1146,,,1001223,1001223,1,0,0,0,0,60000,6,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,17,90398,1214,,,25914,25914,1,0,0,0,0,50000,5,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,18,90466,1282,,,1001224,1001224,1,0,0,0,0,60000,6,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,19,90534,1350,,,1001334,1001334,1,0,0,0,0,20000,2,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,20,90602,1418,,,1001225,1001225,1,0,0,0,0,30000,3,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,21,90670,1486,,,1001222,1001222,1,0,0,0,0,20000,2,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,22,90738,1554,,,1002051,1002051,1,0,0,0,0,30000,3,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,23,90806,1622,,,1001808,1001808,1,0,0,0,0,20000,2,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,24,90874,1690,,,1001333,1001333,1,0,0,0,0,30000,3,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,25,90942,1758,,,1002061,1002061,1,0,0,0,0,20000,2,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,26,91010,1826,,,1000015,1000015,1,0,0,0,0,30000,3,5,5,,
175223,DropSet_Chef_FavoriteItem_Reward,27,91078,1894,,,1002064,1002064,1,0,0,0,0,20000,2,5,5,,
175224,DropSet_Miner_FavoriteItem_Reward,0,91227,59,,,720001,720001,1,0,0,0,0,250000,25,20,20,,
175224,DropSet_Miner_FavoriteItem_Reward,1,91295,127,,,720004,720004,1,0,0,0,0,250000,25,10,10,,
175224,DropSet_Miner_FavoriteItem_Reward,2,91363,195,,,721501,721501,1,0,0,0,0,100000,10,3,3,,
175224,DropSet_Miner_FavoriteItem_Reward,3,91431,263,,,721503,721503,1,0,0,0,0,100000,10,3,3,,
175224,DropSet_Miner_FavoriteItem_Reward,4,91499,331,,,721502,721502,1,0,0,0,0,100000,10,3,3,,
175224,DropSet_Miner_FavoriteItem_Reward,5,91567,399,,,721505,721505,1,0,0,0,0,50000,5,5,5,,
175224,DropSet_Miner_FavoriteItem_Reward,6,91635,467,,,720003,720003,1,0,0,0,0,30000,3,3,3,,
175224,DropSet_Miner_FavoriteItem_Reward,7,91703,535,,,720002,720002,1,0,0,0,0,30000,3,10,10,,
175224,DropSet_Miner_FavoriteItem_Reward,8,91771,603,,,720010,720010,1,0,0,0,0,30000,3,3,3,,
175224,DropSet_Miner_FavoriteItem_Reward,9,91839,671,,,721506,721506,1,0,0,0,0,30000,3,3,3,,
175224,DropSet_Miner_FavoriteItem_Reward,10,91907,739,,,721504,721504,1,0,0,0,0,30000,3,3,3,,
175225,DropSet_Hunter_FavoriteItem_Reward,0,92057,60,,,740004,740004,1,0,0,0,0,250000,25,20,20,,
175225,DropSet_Hunter_FavoriteItem_Reward,1,92125,128,,,1000966,1000966,1,0,0,0,0,150000,15,10,10,,
175225,DropSet_Hunter_FavoriteItem_Reward,2,92193,196,,,740005,740005,1,0,0,0,0,150000,15,10,10,,
175225,DropSet_Hunter_FavoriteItem_Reward,3,92261,264,,,1000660,1000660,1,0,0,0,0,150000,15,10,10,,
175225,DropSet_Hunter_FavoriteItem_Reward,4,92329,332,,,1000662,1000662,1,0,0,0,0,150000,15,5,5,,
175225,DropSet_Hunter_FavoriteItem_Reward,5,92397,400,,,1002923,1002923,1,0,0,0,0,50000,5,1,1,,
175225,DropSet_Hunter_FavoriteItem_Reward,6,92465,468,,,1002941,1002941,1,0,0,0,0,50000,5,1,1,,
175225,DropSet_Hunter_FavoriteItem_Reward,7,92533,536,,,1002938,1002938,1,0,0,0,0,50000,5,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,0,92696,73,,,42023,42023,1,0,4294839812,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,1,92764,141,,,1002917,1002917,1,0,4294839556,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,2,92832,209,,,1002929,1002929,1,0,4294839300,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,3,92900,277,,,1002930,1002930,1,0,4294839044,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,4,92968,345,,,1002939,1002939,1,0,4294838788,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,5,93036,413,,,1002940,1002940,1,0,4294838532,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,6,93104,481,,,1002949,1002949,1,0,4294838276,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,7,93172,549,,,1002950,1002950,1,0,4294838020,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,8,93240,617,,,1002959,1002959,1,0,4294837764,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,9,93308,685,,,1002960,1002960,1,0,4294837508,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,10,93376,753,,,1002984,1002984,1,0,4294837252,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,11,93444,821,,,1002985,1002985,1,0,4294836996,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,12,93512,889,,,1002986,1002986,1,0,4294836740,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,13,93580,957,,,1003002,1003002,1,0,4294836484,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,14,93648,1025,,,1003004,1003004,1,0,4294836228,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,15,93716,1093,,,1003005,1003005,1,0,4294835972,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,16,93784,1161,,,1003006,1003006,1,0,4294835716,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,17,93852,1229,,,1003007,1003007,1,0,4294835460,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,18,93920,1297,,,1003008,1003008,1,0,4294835204,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,19,93988,1365,,,1003009,1003009,1,0,4294834948,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,20,94056,1433,,,1003010,1003010,1,0,4294834692,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,21,94124,1501,,,1003011,1003011,1,0,4294834436,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,22,94192,1569,,,1003012,1003012,1,0,4294834180,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,23,94260,1637,,,1003013,1003013,1,0,4294833924,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,24,94328,1705,,,1003014,1003014,1,0,4294833668,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,25,94396,1773,,,1003015,1003015,1,0,4294833412,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,26,94464,1841,,,1003016,1003016,1,0,4294833156,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,27,94532,1909,,,1003019,1003019,1,0,4294832900,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,28,94600,1977,,,1003020,1003020,1,0,4294832644,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,29,94668,2045,,,1003026,1003026,1,0,4294832388,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,30,94736,2113,,,1003027,1003027,1,0,4294832132,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,31,94804,2181,,,1003028,1003028,1,0,4294831876,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,32,94872,2249,,,1003029,1003029,1,0,4294831620,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,33,94940,2317,,,1003030,1003030,1,0,4294831364,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,34,95008,2385,,,1003031,1003031,1,0,4294831108,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,35,95076,2453,,,1003032,1003032,1,0,4294830852,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,36,95144,2521,,,42066,42066,1,0,4294830596,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,37,95212,2589,,,1003021,1003021,1,0,4294830340,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,38,95280,2657,,,1003022,1003022,1,0,4294830084,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,39,95348,2725,,,1003025,1003025,1,0,4294829828,0,0,10000,1,1,1,,
175226,DropSet_Wandering_Mercenary_FavoriteItem_Reward,40,95416,2793,,,1002266,1002266,1,0,0,0,0,600000,60,1,1,,
175227,DropSet_Mercenary_FavoriteItem_Reward,0,95569,63,,,1002266,1002266,1,0,0,0,4294967295,210000,21,1,1,,
175227,DropSet_Mercenary_FavoriteItem_Reward,1,95637,131,,,50003,50003,1,0,0,0,0,100000,10,20,20,,
175227,DropSet_Mercenary_FavoriteItem_Reward,2,95705,199,,,200021,200021,1,0,0,0,0,100000,10,1,1,,
175227,DropSet_Mercenary_FavoriteItem_Reward,3,95773,267,,,230003,230003,1,0,0,0,0,100000,10,1,1,,
175227,DropSet_Mercenary_FavoriteItem_Reward,4,95841,335,,,131022,131022,1,0,0,0,0,100000,10,1,1,,
175227,DropSet_Mercenary_FavoriteItem_Reward,5,95909,403,,,12411,12411,1,0,0,0,0,100000,10,1,1,,
175227,DropSet_Mercenary_FavoriteItem_Reward,6,95977,471,,,1000297,1000297,1,0,0,0,0,100000,10,1,1,,
